a b c
762.1 0.86 0.8093467325261251
762.1 0.9 0.8007790640180913
762.1 0.94 0.79249652729407
 
820.7 0.02 0.019607843137254898
820.7 0.06 0.16957839157516252
820.7 0.1 0.5898789795833672
820.7 0.14 0.8575116043637272
820.7 0.18 0.9272296585330416
820.7 0.22 0.9501538120184277
820.7 0.26 0.9569752741385873
820.7 0.3 0.9564377222524609
820.7 0.34 0.9517926307164661
820.7 0.38 0.9446766194721855
820.7 0.42 0.9364250102861321
820.7 0.46 0.9271149035147311
820.7 0.5 0.9175052945555375
820.7 0.54 0.9074731033162188
820.7 0.58 0.8975292057848724
820.7 0.62 0.8875136247123391
820.7 0.66 0.8775807077852681
820.7 0.7 0.8678874523095959
820.7 0.74 0.8583827399835504
820.7 0.78 0.8490554368595459
820.7 0.82 0.8399506780265504
820.7 0.86 0.8310996412145769
820.7 0.9 0.8225064309567452
820.7 0.94 0.8141650148050309
 
879.4 0.02 0.019607843137254898
879.4 0.06 0.18102200844032185
879.4 0.1 0.6257411755623272
879.4 0.14 0.8762042515580729
879.4 0.18 0.9394951319376901
879.4 0.22 0.9612485134845078
879.4 0.26 0.9684339611627292
879.4 0.3 0.968545227209557
879.4 0.34 0.9648309490988982
879.4 0.38 0.9589729177030512
879.4 0.42 0.9514620438050546
879.4 0.46 0.9431651152980782
879.4 0.5 0.9342218146034046
879.4 0.54 0.9248628296688159
879.4 0.58 0.915421994088304
879.4 0.62 0.905921065556595
879.4 0.66 0.8964005482365485
879.4 0.7 0.886954641866375
879.4 0.74 0.8776509580143863
879.4 0.78 0.8685230533027305
879.4 0.82 0.8595884327944354
879.4 0.86 0.8508590667506032
879.4 0.9 0.8423440527723565
879.4 0.94 0.834049008397478
 
938.0 0.02 0.019607843137254898
938.0 0.06 0.19333595923452432
938.0 0.1 0.6591247730081274
938.0 0.14 0.891559506456846
938.0 0.18 0.9488153552881935
938.0 0.22 0.9692602381043599
938.0 0.26 0.9764939337745756
938.0 0.3 0.9774478041351417
938.0 0.34 0.9749627207171699
938.0 0.38 0.9700475975584276
938.0 0.42 0.9636918741765212
938.0 0.46 0.9563422847573817
938.0 0.5 0.9482139453358274
938.0 0.54 0.9396402935804025
938.0 0.58 0.9308196491224794
938.0 0.62 0.9218554640608622
938.0 0.66 0.9128295250360334
938.0 0.7 0.903811493298354
938.0 0.74 0.894856154406119
938.0 0.78 0.8860062602074813
938.0 0.82 0.8772972717238865
938.0 0.86 0.868759428725992
938.0 0.9 0.8604060613690514
938.0 0.94 0.8522244163326863
 
996.6 0.02 0.019607843137254898
996.6 0.06 0.20596364489409302
996.6 0.1 0.6903239516156817
996.6 0.14 0.9044081878684282
996.6 0.18 0.9559084062627752
996.6 0.22 0.9747451910902496
996.6 0.26 0.982031329825626
996.6 0.3 0.9839729279303495
996.6 0.34 0.9823663064399409
996.6 0.38 0.978664419630987
996.6 0.42 0.9734065326591018
996.6 0.46 0.9669992557863378
996.6 0.5 0.9598087333019736
996.6 0.54 0.9520805586382296
996.6 0.58 0.9439835992945763
996.6 0.62 0.9356480707305683
996.6 0.66 0.9271796931745021
996.6 0.7 0.9186594437922792
996.6 0.74 0.910138137004456
996.6 0.78 0.9016405662816697
996.6 0.82 0.8932094105007502
996.6 0.86 0.884922779233051
996.6 0.9 0.8767842924677504
996.6 0.94 0.8687408998307823
 
1055.2 0.02 0.019607843137254898
1055.2 0.06 0.2188016465997511
1055.2 0.1 0.7190315200531809
1055.2 0.14 0.9152517844804087
1055.2 0.18 0.9612545504722293
1055.2 0.22 0.9784079520768205
1055.2 0.26 0.9859191993859111
1055.2 0.3 0.9883373854873481
1055.2 0.34 0.9878409512664074
1055.2 0.38 0.9851437592539974
1055.2 0.42 0.9808954981810376
1055.2 0.46 0.9755218017365602
1055.2 0.5 0.9693001642089546
1055.2 0.54 0.9624464200499111
1055.2 0.58 0.9551374259830291
1055.2 0.62 0.9475114411775194
1055.2 0.66 0.9396587021504953
1055.2 0.7 0.931642064434548
1055.2 0.74 0.9235667707581817
1055.2 0.78 0.9155189624059777
1055.2 0.82 0.9074576961574179
1055.2 0.86 0.8994709731038911
1055.2 0.9 0.8915849896365484
1055.2 0.94 0.883777311844899
 
1113.8 0.02 0.019607843137254898
1113.8 0.06 0.23207861790799042
1113.8 0.1 0.7464380596433537
1113.8 0.14 0.9249863353596285
1113.8 0.18 0.9655359588370404
1113.8 0.22 0.9810887057115172
1113.8 0.26 0.9883903664945072
1113.8 0.3 0.9913318805738947
1113.8 0.34 0.991554933276017
1113.8 0.38 0.989845164852927
1113.8 0.42 0.9866413618114235
1113.8 0.46 0.9822661733336775
1113.8 0.5 0.9769801681676789
1113.8 0.54 0.9710021276223435
1113.8 0.58 0.964506791475073
1113.8 0.62 0.9575937307145744
1113.8 0.66 0.9503523676902096
1113.8 0.7 0.9429575350473215
1113.8 0.74 0.935415057293629
1113.8 0.78 0.9277870319055567
1113.8 0.82 0.9201598660989645
1113.8 0.86 0.912521891059886
1113.8 0.9 0.9049333087723037
1113.8 0.94 0.8974275528204174
 
1172.4 0.02 0.019607843137254898
1172.4 0.06 0.24641635748066024
1172.4 0.1 0.7723093958658847
1172.4 0.14 0.9339023283231668
1172.4 0.18 0.9692194974990107
1172.4 0.22 0.9831870274465758
1172.4 0.26 0.9898922438780292
1172.4 0.3 0.9931940118583791
1172.4 0.34 0.9941129583311366
1172.4 0.38 0.9932422905049749
1172.4 0.42 0.9909496859682599
1172.4 0.46 0.9874970792470145
1172.4 0.5 0.9831009055161852
1172.4 0.54 0.9779772339709492
1172.4 0.58 0.9722869208190023
1172.4 0.62 0.9660782497549001
1172.4 0.66 0.9595525505807535
1172.4 0.7 0.9527422244484617
1172.4 0.74 0.9457575572354763
1172.4 0.78 0.9386162093372742
1172.4 0.82 0.931439599903745
1172.4 0.86 0.9241903176684906
1172.4 0.9 0.9169420654650675
1172.4 0.94 0.9097429426666913
 
1231.1 0.02 0.019607843137254898
1231.1 0.06 0.26063727032074435
1231.1 0.1 0.7963366577795274
1231.1 0.14 0.9421694095585503
1231.1 0.18 0.9726973585942918
1231.1 0.22 0.9848511981388157
1231.1 0.26 0.9909323139159002
1231.1 0.3 0.994258920103468
1231.1 0.34 0.995656967486918
1231.1 0.38 0.995490907545785
1231.1 0.42 0.9940191785439713
1231.1 0.46 0.9914381109665946
1231.1 0.5 0.987896492604617
1231.1 0.54 0.9835962078198426
1231.1 0.58 0.9786745709903808
1231.1 0.62 0.9732040071501278
1231.1 0.66 0.9673572163580861
1231.1 0.7 0.9611750901323883
1231.1 0.74 0.9547301750249345
1231.1 0.78 0.9481400538235011
1231.1 0.82 0.9414138019099632
1231.1 0.86 0.9345877315994481
1231.1 0.9 0.92771748520819
1231.1 0.94 0.9208405009442213
 
1289.7 0.02 0.019607843137254898
1289.7 0.06 0.27545331089630837
1289.7 0.1 0.8185324484090472
1289.7 0.14 0.9498343380544759
1289.7 0.18 0.9761800178889779
1289.7 0.22 0.9862161286772333
1289.7 0.26 0.9916831746555264
1289.7 0.3 0.9949086782110744
1289.7 0.34 0.9965970798009588
1289.7 0.38 0.9969656670171918
1289.7 0.42 0.9961538934898122
1289.7 0.46 0.9943278031973076
1289.7 0.5 0.9915845345467992
1289.7 0.54 0.9880500845600084
1289.7 0.58 0.9838661081988391
1289.7 0.62 0.9791342011525032
1289.7 0.66 0.9739235547705869
1289.7 0.7 0.9683688861853892
1289.7 0.74 0.9625283916831108
1289.7 0.78 0.9564507532555333
1289.7 0.82 0.9501956942832027
1289.7 0.86 0.9438162664510864
1289.7 0.9 0.9373540664577892
1289.7 0.94 0.9308428570528886
 
1348.3 0.02 0.019607843137254898
1348.3 0.06 0.29032126068560316
1348.3 0.1 0.8389024364512572
1348.3 0.14 0.9570108229614077
1348.3 0.18 0.9795351159180128
1348.3 0.22 0.9875850888409657
1348.3 0.26 0.9921887908254404
1348.3 0.3 0.9951920200529986
1348.3 0.34 0.9970284734914111
1348.3 0.38 0.9978161102635523
1348.3 0.42 0.9975867001374747
1348.3 0.46 0.9963844551744236
1348.3 0.5 0.994352125799755
1348.3 0.54 0.9915250558860814
1348.3 0.58 0.988036627315858
1348.3 0.62 0.9839891619586101
1348.3 0.66 0.9794461284449199
1348.3 0.7 0.9744920748106288
1348.3 0.74 0.969207067755447
1348.3 0.78 0.9636568348345227
1348.3 0.82 0.9578969716947693
1348.3 0.86 0.9519751731047394
1348.3 0.9 0.9459303711129521
1348.3 0.94 0.9397923949438661
 
1406.9 0.02 0.019607843137254898
1406.9 0.06 0.3050955484503855
1406.9 0.1 0.8572749826553364
1406.9 0.14 0.9636506708756852
1406.9 0.18 0.9826817998961217
1406.9 0.22 0.9890671827710196
1406.9 0.26 0.992722079613872
1406.9 0.3 0.9953676162724209
1406.9 0.34 0.9972275247705791
1406.9 0.38 0.9982523538143345
1406.9 0.42 0.9984453911128942
1406.9 0.46 0.9977994331934009
1406.9 0.5 0.9963678950921112
1406.9 0.54 0.9941860502317619
1406.9 0.58 0.9913402950974188
1406.9 0.62 0.9879200325547673
1406.9 0.66 0.983996460455764
1406.9 0.7 0.9796389818605235
1406.9 0.74 0.9749153000078662
1406.9 0.78 0.969889356319103
1406.9 0.82 0.9646215383223883
1406.9 0.86 0.959160709580826
1406.9 0.9 0.953533727911661
1406.9 0.94 0.9477758924566998
 
1465.5 0.02 0.019607843137254898
1465.5 0.06 0.31981630872969563
1465.5 0.1 0.8731937220430148
1465.5 0.14 0.9695487835716292
1465.5 0.18 0.9855857541230083
1465.5 0.22 0.9905315898039042
1465.5 0.26 0.9933266181067288
1465.5 0.3 0.9955100206761136
1465.5 0.34 0.9972239897677305
1465.5 0.38 0.9984104888669152
1465.5 0.42 0.9989058506187107
1465.5 0.46 0.9987096352036168
1465.5 0.5 0.9977873573493555
1465.5 0.54 0.9961701420564913
1465.5 0.58 0.9939152140167175
1465.5 0.62 0.9910842287740562
1465.5 0.66 0.9877420531122476
1465.5 0.7 0.9839540027446272
1465.5 0.74 0.9797776594066939
1465.5 0.78 0.975260531670313
1465.5 0.82 0.9704661096036004
1465.5 0.86 0.9654621119278962
1465.5 0.9 0.9602522895848903
1465.5 0.94 0.9549001274718382
 
1524.1 0.02 0.019607843137254898
1524.1 0.06 0.33442656020824424
1524.1 0.1 0.8870848519894337
1524.1 0.14 0.9747587729071632
1524.1 0.18 0.9882000538211071
1524.1 0.22 0.9919234915976706
1524.1 0.26 0.9939151332363955
1524.1 0.3 0.9956276726711404
1524.1 0.34 0.9971947165052932
1524.1 0.38 0.9983803081765102
1524.1 0.42 0.9991037841660657
1524.1 0.46 0.9992303173371244
1524.1 0.5 0.9987339919871907
1524.1 0.54 0.9976090850208813
1524.1 0.58 0.995880638903759
1524.1 0.62 0.9935906624854624
1524.1 0.66 0.9907857527498051
1524.1 0.7 0.9875161716895179
1524.1 0.74 0.9838525421024814
1524.1 0.78 0.9798478731685127
1524.1 0.82 0.9755210681723535
1524.1 0.86 0.9709640887141414
1524.1 0.9 0.9661697566094528
1524.1 0.94 0.9612235355728566
 
1582.8 0.02 0.019607843137254898
1582.8 0.06 0.3485214014759323
1582.8 0.1 0.8989471931736629
1582.8 0.14 0.9790764567725586
